Product Name,Category,Location,MRP,Blinkit Price,Zepto Price,Instamart Price,Discount (%),Margin (%),Festive/Seasonal Impact,Delivery Distance (km),Shelf Life (days),Min Stock,Max Stock,Final Price,Customer Sentiment,Weight (g/ml),Weight Unit,Order Year,Order Month,Order Day,Order Hour,Order Time Category
Apples (),Fruits,Wakad,157,128.56,128.34,128.11,18,27,Summer,2.9,11,19,138,128.34,Positive,1000.0,g,2024,12,21,6,Morning
Saffola Oil (),Grocery,Wakad,176,144.43,143.59,143.81,18,16,Holi,2.3,295,33,57,143.94,Positive,1.0,l,2024,7,27,0,Night
Salt (),Grocery,Baner,20,16.95,16.81,17.35,17,16,Summer,4.2,365,45,101,17.04,Neutral,500.0,g,2024,7,5,4,Night
Salt (),Grocery,Kothrud,20,18.42,18.38,19.48,5,25,Summer,4.7,334,23,125,18.76,Neutral,500.0,g,2024,12,21,9,Morning
Tea (),Grocery,Wakad,150,128.76,129.07,128.72,14,18,Summer,2.4,299,16,137,128.85,Negative,250.0,g,2024,10,22,18,Evening
Parle-G,Biscuits,Aundh,45,38.08,38.38,37.69,15,14,Summer,1.1,179,47,196,38.05,Neutral,,Unknown,2024,10,6,14,Afternoon
Bananas (),Fruits,Kothrud,61,53.95,54.05,54.96,11,25,Exam Season,3.2,12,26,152,54.32,Neutral,1.0,dozen,2024,10,8,0,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,90.9,92.0,91.54,16,27,Exam Season,5.0,13,12,32,91.48,Positive,200.0,g,2024,11,13,16,Afternoon
Saffola Oil (),Grocery,Baner,176,160.85,159.62,160.57,9,10,Holi,1.9,275,13,172,160.35,Negative,1.0,l,2024,9,4,16,Afternoon
Govardhan Paneer (),Dairy,Viman Nagar,109,103.61,103.37,102.58,5,18,,3.1,5,42,153,103.19,Negative,200.0,g,2024,11,9,2,Night
Atta (),Grocery,Baner,70,63.18,63.94,63.2,9,21,,2.1,200,33,137,63.44,Negative,1000.0,g,2024,6,27,6,Morning
Tea (),Grocery,Aundh,150,139.81,140.22,140.02,7,12,Summer,2.6,321,40,55,140.02,Negative,250.0,g,2024,9,4,6,Morning
Sugar (),Grocery,Aundh,58,47.09,46.69,46.06,20,13,,4.6,238,23,169,46.61,Positive,1000.0,g,2024,7,3,15,Afternoon
Coffee (),Grocery,Baner,200,174.8,174.13,173.07,13,20,,1.1,330,19,121,174.0,Positive,200.0,g,2024,12,26,17,Evening
Rice (),Grocery,Kothrud,100,88.13,88.7,88.35,12,27,Exam Season,2.3,215,15,144,88.39,Neutral,1000.0,g,2024,10,16,12,Afternoon
Amul Milk (),Dairy,Baner,56,45.38,45.07,46.13,18,29,,4.8,10,11,174,45.53,Negative,1.0,l,2024,4,16,3,Night
Bingo Mad Angles,Snacks,Viman Nagar,20,16.91,16.55,16.17,16,28,Exam Season,3.6,105,25,44,16.54,Positive,,Unknown,2024,2,1,20,Evening
Coffee (),Grocery,Aundh,200,182.48,181.63,181.21,9,10,Holi,4.8,272,27,54,181.77,Negative,200.0,g,2024,2,21,11,Morning
Rice (),Grocery,Aundh,100,81.11,81.02,80.21,19,12,Holi,2.4,332,48,132,80.78,Positive,1000.0,g,2024,12,1,10,Morning
Apples (),Fruits,Baner,157,128.52,127.91,129.54,18,17,Summer,3.3,13,20,56,128.66,Positive,1000.0,g,2024,4,14,10,Morning
Tomatoes (),Vegetables,Kothrud,47,41.9,42.64,42.61,9,25,Holi,4.1,7,25,186,42.38,Negative,1000.0,g,2024,7,11,13,Afternoon
Salt (),Grocery,Viman Nagar,20,17.81,19.1,17.86,9,29,,2.5,292,31,142,18.26,Negative,500.0,g,2024,11,12,16,Afternoon
Dal (),Grocery,Kothrud,90,80.06,79.46,79.9,11,20,Summer,2.2,342,41,189,79.81,Neutral,500.0,g,2024,10,30,16,Afternoon
Tea (),Grocery,Kothrud,150,131.13,130.29,129.73,13,28,Holi,1.8,226,45,52,130.38,Neutral,250.0,g,2024,10,9,10,Morning
Bingo Mad Angles,Snacks,Aundh,20,17.86,16.34,17.9,14,23,Holi,3.7,107,25,90,17.37,Positive,,Unknown,2024,9,12,19,Evening
Dal (),Grocery,Viman Nagar,90,73.85,75.68,74.66,17,22,Winter,3.1,287,44,54,74.73,Neutral,500.0,g,2024,11,3,2,Night
Amul Milk (),Dairy,Wakad,56,51.3,51.58,52.41,7,15,Diwali,3.6,14,35,120,51.76,Positive,1.0,l,2024,11,5,5,Morning
Bananas (),Fruits,Baner,61,55.64,56.14,56.16,8,28,,3.8,14,33,134,55.98,Positive,1.0,dozen,2024,6,28,20,Evening
Oreo Biscuit,Biscuits,Aundh,99,94.02,93.64,94.89,5,12,Summer,1.5,78,32,112,94.18,Neutral,,Unknown,2024,5,13,5,Morning
Bingo Mad Angles,Snacks,Aundh,20,15.7,15.2,16.44,20,24,Diwali,2.3,41,17,23,15.78,Negative,,Unknown,2024,11,25,18,Evening
Parle-G,Biscuits,Baner,45,41.36,40.98,40.53,10,27,Monsoon,1.6,114,39,99,40.96,Neutral,,Unknown,2024,11,5,19,Evening
Apples (),Fruits,Aundh,157,128.53,129.21,129.51,18,24,Exam Season,3.4,7,23,76,129.08,Negative,1000.0,g,2024,4,18,2,Night
Rice (),Grocery,Wakad,100,89.73,89.39,89.23,10,25,,3.1,260,48,148,89.45,Neutral,1000.0,g,2024,8,25,9,Morning
Apples (),Fruits,Wakad,157,131.58,131.8,131.23,16,19,,4.7,8,18,99,131.54,Neutral,1000.0,g,2024,2,15,18,Evening
Tea (),Grocery,Kothrud,150,134.75,134.28,134.78,10,29,,1.6,288,21,146,134.6,Negative,250.0,g,2024,9,3,19,Evening
Oranges (),Fruits,Aundh,87,78.28,77.58,77.93,10,24,Diwali,3.5,7,41,76,77.93,Negative,1000.0,g,2024,3,16,18,Evening
Apples (),Fruits,Wakad,157,125.42,125.58,126.02,20,24,Diwali,3.0,7,24,99,125.67,Positive,1000.0,g,2024,1,13,16,Afternoon
Coffee (),Grocery,Aundh,200,171.34,171.91,172.49,14,25,Diwali,3.2,326,17,86,171.91,Positive,200.0,g,2024,10,28,0,Night
Oranges (),Fruits,Kothrud,87,82.3,81.66,81.22,6,23,Diwali,1.4,10,29,38,81.73,Neutral,1000.0,g,2024,6,23,15,Afternoon
Coffee (),Grocery,Kothrud,200,185.88,186.99,186.55,7,17,Winter,1.8,330,32,189,186.47,Neutral,200.0,g,2024,9,2,17,Evening
Bananas (),Fruits,Aundh,61,56.08,56.14,56.12,9,28,Diwali,2.4,9,30,105,56.11,Negative,1.0,dozen,2024,4,22,8,Morning
Coffee (),Grocery,Wakad,200,183.27,184.5,183.82,8,11,Monsoon,5.0,212,18,82,183.86,Neutral,200.0,g,2024,2,26,19,Evening
Parle-G,Biscuits,Aundh,45,37.33,37.5,36.89,17,23,Winter,2.5,141,15,119,37.24,Positive,,Unknown,2024,7,19,5,Morning
Coffee (),Grocery,Kothrud,200,159.65,159.0,160.55,20,12,Holi,3.9,342,32,49,159.73,Negative,200.0,g,2024,11,5,0,Night
Oranges (),Fruits,Viman Nagar,87,71.99,71.33,70.99,18,19,Exam Season,2.4,9,46,171,71.44,Neutral,1000.0,g,2024,11,2,3,Night
Parle-G,Biscuits,Baner,45,41.65,42.07,40.43,8,15,,2.8,114,22,199,41.38,Positive,,Unknown,2024,12,19,4,Night
Dal (),Grocery,Kothrud,90,77.49,78.02,77.46,13,30,Exam Season,1.7,340,29,89,77.66,Negative,500.0,g,2024,6,15,16,Afternoon
Rice (),Grocery,Baner,100,88.95,88.27,88.45,11,24,,1.0,267,17,126,88.56,Neutral,1000.0,g,2024,9,26,12,Afternoon
Dal (),Grocery,Viman Nagar,90,78.97,79.66,78.4,12,20,,2.5,215,34,69,79.01,Negative,500.0,g,2024,9,6,3,Night
Dal (),Grocery,Baner,90,85.72,84.83,85.2,5,16,Diwali,3.5,285,49,163,85.25,Positive,500.0,g,2024,11,29,23,Night
Salt (),Grocery,Baner,20,18.7,18.38,17.97,9,23,,2.3,243,27,193,18.35,Positive,500.0,g,2024,2,2,17,Evening
Tea (),Grocery,Wakad,150,129.56,129.38,129.7,14,19,Diwali,1.8,310,22,123,129.55,Neutral,250.0,g,2024,4,24,18,Evening
Saffola Oil (),Grocery,Aundh,176,145.31,146.08,146.27,17,26,Holi,4.6,272,30,64,145.89,Positive,1.0,l,2024,5,30,5,Morning
Bananas (),Fruits,Kothrud,61,55.43,55.81,55.44,10,10,Diwali,3.3,11,23,34,55.56,Positive,1.0,dozen,2024,12,24,7,Morning
Saffola Oil (),Grocery,Viman Nagar,176,151.62,151.36,151.19,14,22,Diwali,1.3,317,49,89,151.39,Neutral,1.0,l,2024,4,17,18,Evening
Rice (),Grocery,Kothrud,100,89.95,88.31,88.65,11,28,,3.5,354,14,94,88.97,Neutral,1000.0,g,2024,9,28,8,Morning
Bananas (),Fruits,Aundh,61,52.85,53.55,53.59,12,29,,1.2,9,17,21,53.33,Neutral,1.0,dozen,2024,10,1,22,Night
Dal (),Grocery,Baner,90,72.91,72.05,72.57,20,18,Exam Season,1.7,248,17,25,72.51,Positive,500.0,g,2024,5,10,2,Night
Bananas (),Fruits,Kothrud,61,56.26,57.68,56.99,7,25,Diwali,2.8,7,41,187,56.98,Negative,1.0,dozen,2024,3,5,19,Evening
Amul Milk (),Dairy,Aundh,56,52.31,51.87,50.75,8,26,Summer,1.0,8,12,133,51.64,Positive,1.0,l,2024,5,21,8,Morning
Apples (),Fruits,Aundh,157,147.69,148.41,148.06,6,23,Exam Season,1.9,13,30,100,148.05,Positive,1000.0,g,2024,11,16,18,Evening
Rice (),Grocery,Wakad,100,92.0,92.8,91.36,8,26,Summer,4.9,197,39,112,92.05,Negative,1000.0,g,2024,10,27,9,Morning
Tomatoes (),Vegetables,Kothrud,47,37.09,37.47,38.2,19,19,,4.0,8,33,185,37.59,Positive,1000.0,g,2024,7,10,14,Afternoon
Salt (),Grocery,Wakad,20,16.9,18.46,16.65,12,27,Winter,2.4,182,31,32,17.34,Neutral,500.0,g,2024,10,21,17,Evening
Apples (),Fruits,Kothrud,157,139.79,139.21,139.71,11,11,,4.9,11,15,27,139.57,Positive,1000.0,g,2024,12,23,18,Evening
Tea (),Grocery,Wakad,150,125.92,126.5,126.16,16,26,Holi,1.5,199,47,193,126.19,Negative,250.0,g,2024,1,25,4,Night
Bananas (),Fruits,Aundh,61,51.98,52.09,53.06,14,20,Exam Season,2.3,10,14,66,52.38,Negative,1.0,dozen,2024,2,22,20,Evening
Wheat (),Grocery,Aundh,80,71.9,71.63,71.24,10,21,,4.9,295,29,148,71.59,Positive,1000.0,g,2024,4,12,22,Night
Wheat (),Grocery,Baner,80,69.45,69.19,67.88,14,20,Exam Season,1.6,243,32,134,68.84,Neutral,1000.0,g,2024,7,18,9,Morning
Saffola Oil (),Grocery,Kothrud,176,157.46,158.21,158.3,10,27,Summer,2.0,206,18,50,157.99,Negative,1.0,l,2024,1,5,15,Afternoon
Saffola Oil (),Grocery,Aundh,176,157.29,156.38,156.9,11,30,Exam Season,1.3,246,14,20,156.86,Neutral,1.0,l,2024,1,26,0,Night
Salt (),Grocery,Viman Nagar,20,17.38,18.89,18.82,9,13,Winter,1.2,192,20,167,18.36,Negative,500.0,g,2024,6,17,5,Morning
Apples (),Fruits,Viman Nagar,157,130.68,129.66,129.74,17,15,,2.1,9,12,170,130.03,Negative,1000.0,g,2024,8,28,11,Morning
Tea (),Grocery,Kothrud,150,123.77,122.96,122.18,18,22,Holi,1.5,344,43,107,122.97,Positive,250.0,g,2024,9,1,23,Night
Oranges (),Fruits,Baner,87,73.04,73.64,72.77,16,28,Holi,3.0,11,21,28,73.15,Negative,1000.0,g,2024,5,3,20,Evening
Tea (),Grocery,Baner,150,129.62,131.48,130.56,13,28,Winter,5.0,205,25,194,130.55,Positive,250.0,g,2024,4,3,15,Afternoon
Coffee (),Grocery,Wakad,200,188.53,188.9,188.15,6,22,Winter,2.4,225,25,177,188.53,Positive,200.0,g,2024,5,3,12,Afternoon
Amul Milk (),Dairy,Wakad,56,47.94,47.17,47.17,16,16,,4.3,13,29,74,47.43,Negative,1.0,l,2024,7,9,11,Morning
Saffola Oil (),Grocery,Baner,176,155.08,153.92,154.84,12,20,,4.7,213,31,77,154.61,Positive,1.0,l,2024,12,22,19,Evening
Parle-G,Biscuits,Baner,45,41.12,41.78,41.5,9,26,,4.4,107,35,186,41.47,Positive,,Unknown,2024,2,9,5,Morning
Parle-G,Biscuits,Kothrud,45,41.9,41.41,40.82,9,30,Summer,4.8,100,21,165,41.38,Neutral,,Unknown,2024,9,26,8,Morning
Amul Milk (),Dairy,Aundh,56,50.16,50.87,49.99,10,15,Monsoon,3.9,14,35,181,50.34,Neutral,1.0,l,2024,1,13,13,Afternoon
Atta (),Grocery,Wakad,70,61.88,60.81,61.59,12,20,Summer,4.0,268,30,73,61.43,Positive,1000.0,g,2024,9,4,1,Night
Rice (),Grocery,Kothrud,100,94.53,94.5,94.14,5,18,Holi,4.1,180,13,112,94.39,Neutral,1000.0,g,2024,6,19,4,Night
Bananas (),Fruits,Aundh,61,49.56,48.5,48.55,20,25,Holi,4.2,10,20,136,48.87,Neutral,1.0,dozen,2024,1,29,15,Afternoon
Saffola Oil (),Grocery,Kothrud,176,149.12,148.81,149.28,15,22,,1.6,320,15,102,149.07,Positive,1.0,l,2024,8,18,16,Afternoon
Govardhan Paneer (),Dairy,Baner,109,98.31,97.97,97.21,10,20,Holi,1.8,11,45,184,97.83,Positive,200.0,g,2024,4,13,0,Night
Tomatoes (),Vegetables,Kothrud,47,42.34,43.38,43.92,8,14,Exam Season,1.2,8,15,91,43.21,Positive,1000.0,g,2024,11,15,23,Night
Govardhan Paneer (),Dairy,Aundh,109,102.96,103.83,104.5,5,25,,4.4,11,40,166,103.76,Negative,200.0,g,2024,12,13,12,Afternoon
Coffee (),Grocery,Baner,200,165.37,166.77,165.74,17,24,Monsoon,1.2,299,26,84,165.96,Negative,200.0,g,2024,11,21,2,Night
Coffee (),Grocery,Wakad,200,182.5,182.33,181.17,9,21,,4.2,330,24,166,182.0,Negative,200.0,g,2024,1,24,16,Afternoon
Apples (),Fruits,Wakad,157,125.75,125.07,125.2,20,22,Holi,4.6,7,42,189,125.34,Neutral,1000.0,g,2024,12,15,16,Afternoon
Oreo Biscuit,Biscuits,Wakad,99,89.33,90.6,89.44,9,15,Monsoon,4.9,76,12,121,89.79,Positive,,Unknown,2024,1,31,10,Morning
Bananas (),Fruits,Aundh,61,56.18,55.03,56.33,9,12,Winter,1.3,13,45,129,55.85,Neutral,1.0,dozen,2024,11,28,16,Afternoon
Coffee (),Grocery,Wakad,200,190.57,190.25,190.05,5,23,Holi,1.5,217,46,197,190.29,Positive,200.0,g,2024,8,14,6,Morning
Wheat (),Grocery,Baner,80,74.17,74.33,74.36,8,23,Diwali,2.1,304,46,168,74.29,Neutral,1000.0,g,2024,1,15,13,Afternoon
Atta (),Grocery,Kothrud,70,63.94,64.06,63.5,9,22,Holi,4.6,356,25,38,63.83,Negative,1000.0,g,2024,10,16,14,Afternoon
Govardhan Paneer (),Dairy,Kothrud,109,103.23,104.14,103.17,5,25,Summer,4.4,6,24,59,103.51,Neutral,200.0,g,2024,4,26,16,Afternoon
Bingo Mad Angles,Snacks,Kothrud,20,16.61,15.58,16.28,18,23,Summer,4.0,125,13,145,16.16,Neutral,,Unknown,2024,11,3,9,Morning
Atta (),Grocery,Baner,70,57.37,58.8,58.86,17,10,Summer,1.7,194,25,34,58.34,Positive,1000.0,g,2024,6,26,6,Morning
Saffola Oil (),Grocery,Kothrud,176,156.19,157.29,156.65,11,30,Monsoon,4.7,187,25,121,156.71,Neutral,1.0,l,2024,7,8,19,Evening
Bingo Mad Angles,Snacks,Aundh,20,16.17,15.7,15.33,20,18,Winter,4.0,53,28,36,15.73,Neutral,,Unknown,2024,5,30,3,Night
Saffola Oil (),Grocery,Aundh,176,157.35,156.93,157.0,11,18,Winter,3.6,185,10,132,157.09,Neutral,1.0,l,2024,12,19,23,Night
Dal (),Grocery,Aundh,90,84.95,85.72,86.39,5,30,Diwali,2.1,269,39,104,85.69,Negative,500.0,g,2024,3,25,17,Evening
Bingo Mad Angles,Snacks,Kothrud,20,16.77,15.61,17.6,17,21,Monsoon,3.2,102,29,57,16.66,Neutral,,Unknown,2024,7,6,2,Night
Rice (),Grocery,Kothrud,100,85.72,84.52,85.42,15,30,Summer,2.2,312,25,40,85.22,Positive,1000.0,g,2024,11,8,19,Evening
Apples (),Fruits,Kothrud,157,143.31,143.18,143.86,9,18,Monsoon,4.6,13,12,162,143.45,Negative,1000.0,g,2024,10,1,23,Night
Salt (),Grocery,Kothrud,20,17.97,17.88,17.55,12,21,Monsoon,3.0,348,45,92,17.8,Positive,500.0,g,2024,4,24,2,Night
Wheat (),Grocery,Viman Nagar,80,70.05,69.72,70.43,13,20,Exam Season,3.6,270,24,103,70.07,Positive,1000.0,g,2024,6,12,7,Morning
Parle-G,Biscuits,Kothrud,45,38.63,37.94,37.81,14,30,Summer,3.3,69,40,90,38.13,Neutral,,Unknown,2024,7,13,8,Morning
Wheat (),Grocery,Viman Nagar,80,68.63,69.54,68.1,14,16,Diwali,2.4,297,19,100,68.76,Neutral,1000.0,g,2024,11,30,22,Night
Atta (),Grocery,Baner,70,59.76,58.85,59.77,15,10,Holi,2.8,223,46,87,59.46,Positive,1000.0,g,2024,7,9,3,Night
Rice (),Grocery,Aundh,100,82.27,81.81,82.93,18,22,Diwali,1.0,231,33,37,82.34,Neutral,1000.0,g,2024,12,12,10,Morning
Parle-G,Biscuits,Wakad,45,43.1,43.0,42.25,5,21,Exam Season,2.2,109,42,193,42.78,Positive,,Unknown,2024,4,28,21,Night
Atta (),Grocery,Baner,70,65.4,65.38,66.26,6,29,Winter,3.1,355,18,106,65.68,Negative,1000.0,g,2024,12,16,1,Night
Govardhan Paneer (),Dairy,Kothrud,109,96.34,97.82,97.63,11,10,Winter,1.9,7,23,29,97.26,Neutral,200.0,g,2024,8,17,0,Night
Oreo Biscuit,Biscuits,Aundh,99,83.58,83.74,82.91,16,30,,2.0,139,13,166,83.41,Neutral,,Unknown,2024,1,19,15,Afternoon
Wheat (),Grocery,Baner,80,73.43,73.36,73.69,8,25,,3.8,357,50,53,73.49,Positive,1000.0,g,2024,4,26,22,Night
Bananas (),Fruits,Baner,61,53.32,53.47,52.91,13,13,Monsoon,3.0,8,28,58,53.23,Neutral,1.0,dozen,2024,10,31,18,Evening
Wheat (),Grocery,Viman Nagar,80,71.76,71.86,72.15,11,21,Exam Season,3.8,221,12,153,71.92,Negative,1000.0,g,2024,7,11,18,Evening
Salt (),Grocery,Viman Nagar,20,16.61,17.94,18.41,12,28,Summer,3.7,203,42,62,17.65,Positive,500.0,g,2024,10,8,0,Night
Wheat (),Grocery,Kothrud,80,70.31,71.35,69.93,12,11,Monsoon,1.4,190,28,121,70.53,Positive,1000.0,g,2024,11,7,7,Morning
Parle-G,Biscuits,Viman Nagar,45,40.59,41.92,40.49,8,14,Monsoon,3.7,102,32,145,41.0,Positive,,Unknown,2024,8,29,11,Morning
Coffee (),Grocery,Baner,200,169.37,169.8,170.92,15,18,Summer,4.3,302,36,79,170.03,Neutral,200.0,g,2024,2,13,21,Night
Dal (),Grocery,Baner,90,80.21,81.82,80.97,10,28,Winter,3.7,336,34,126,81.0,Positive,500.0,g,2024,8,25,10,Morning
Sugar (),Grocery,Aundh,58,45.63,46.22,45.49,20,18,Holi,3.6,360,43,191,45.78,Positive,1000.0,g,2024,10,8,2,Night
Tea (),Grocery,Kothrud,150,137.87,138.45,137.96,8,30,Diwali,2.5,336,13,16,138.09,Neutral,250.0,g,2024,9,6,20,Evening
Atta (),Grocery,Wakad,70,56.7,56.74,55.15,20,25,Winter,2.3,251,13,143,56.2,Negative,1000.0,g,2024,3,27,11,Morning
Oranges (),Fruits,Viman Nagar,87,75.72,76.45,76.71,12,12,Holi,4.4,12,17,145,76.29,Negative,1000.0,g,2024,10,16,10,Morning
Sugar (),Grocery,Baner,58,46.63,47.66,48.21,18,29,Holi,4.9,257,42,186,47.5,Neutral,1000.0,g,2024,3,21,7,Morning
Bingo Mad Angles,Snacks,Kothrud,20,19.43,19.49,18.46,6,29,Summer,3.4,123,38,68,19.13,Neutral,,Unknown,2024,2,7,20,Evening
Tea (),Grocery,Baner,150,126.66,126.93,125.58,16,26,Summer,2.5,191,20,147,126.39,Positive,250.0,g,2024,2,24,13,Afternoon
Bananas (),Fruits,Baner,61,53.67,55.15,54.08,11,24,Summer,4.3,12,16,123,54.3,Positive,1.0,dozen,2024,1,19,1,Night
Wheat (),Grocery,Viman Nagar,80,73.73,71.81,73.27,9,27,Holi,4.7,303,42,88,72.94,Neutral,1000.0,g,2024,9,25,16,Afternoon
Atta (),Grocery,Aundh,70,58.42,58.31,57.74,17,22,,2.7,357,25,96,58.16,Neutral,1000.0,g,2024,6,3,12,Afternoon
Parle-G,Biscuits,Kothrud,45,40.23,41.16,41.72,9,26,Holi,2.2,130,30,172,41.04,Neutral,,Unknown,2024,9,2,16,Afternoon
Salt (),Grocery,Aundh,20,17.57,18.04,16.47,14,30,Exam Season,4.9,308,44,127,17.36,Positive,500.0,g,2024,10,2,20,Evening
Wheat (),Grocery,Kothrud,80,64.17,64.89,64.42,20,27,Diwali,2.1,183,43,71,64.49,Negative,1000.0,g,2024,1,10,19,Evening
Apples (),Fruits,Aundh,157,146.98,148.08,146.9,6,19,,3.7,7,28,81,147.32,Positive,1000.0,g,2024,10,19,16,Afternoon
Oranges (),Fruits,Baner,87,69.67,71.21,70.95,19,17,Summer,4.0,13,25,156,70.61,Neutral,1000.0,g,2024,10,31,14,Afternoon
Tomatoes (),Vegetables,Baner,47,38.84,39.59,39.38,17,27,Holi,1.2,7,22,181,39.27,Neutral,1000.0,g,2024,12,3,10,Morning
Bingo Mad Angles,Snacks,Aundh,20,17.31,16.89,17.01,16,16,Monsoon,2.2,49,21,66,17.07,Positive,,Unknown,2024,10,12,11,Morning
Oreo Biscuit,Biscuits,Baner,99,92.92,93.17,92.32,6,28,Holi,4.4,102,39,79,92.8,Positive,,Unknown,2024,1,16,12,Afternoon
Dal (),Grocery,Kothrud,90,85.15,84.85,85.29,6,19,Diwali,3.0,320,32,51,85.1,Neutral,500.0,g,2024,10,31,11,Morning
Parle-G,Biscuits,Wakad,45,40.54,41.07,39.82,10,27,Exam Season,3.1,104,24,79,40.48,Positive,,Unknown,2024,9,14,14,Afternoon
Parle-G,Biscuits,Kothrud,45,38.14,39.21,38.76,14,27,Summer,4.3,61,17,189,38.7,Neutral,,Unknown,2024,5,14,9,Morning
Bingo Mad Angles,Snacks,Aundh,20,18.52,17.97,17.24,12,13,Monsoon,2.5,102,11,144,17.91,Neutral,,Unknown,2024,11,15,6,Morning
Amul Milk (),Dairy,Wakad,56,45.33,44.95,45.66,19,20,Winter,3.1,7,44,181,45.31,Positive,1.0,l,2024,1,3,20,Evening
Rice (),Grocery,Aundh,100,89.73,88.85,88.21,11,27,Monsoon,4.3,291,14,190,88.93,Neutral,1000.0,g,2024,2,29,17,Evening
Sugar (),Grocery,Viman Nagar,58,48.38,48.45,48.66,15,18,Monsoon,3.2,238,26,131,48.5,Neutral,1000.0,g,2024,5,30,16,Afternoon
Bingo Mad Angles,Snacks,Viman Nagar,20,16.03,17.35,17.07,15,30,Holi,3.9,179,12,192,16.82,Positive,,Unknown,2024,11,25,10,Morning
Rice (),Grocery,Kothrud,100,91.58,92.37,92.21,8,19,Diwali,4.1,277,35,43,92.05,Negative,1000.0,g,2024,7,3,1,Night
Atta (),Grocery,Wakad,70,64.19,64.29,64.4,9,19,Exam Season,4.8,256,33,36,64.29,Positive,1000.0,g,2024,8,2,23,Night
Oranges (),Fruits,Aundh,87,80.79,81.97,81.85,6,12,,2.2,12,23,129,81.54,Neutral,1000.0,g,2024,12,17,17,Evening
Oreo Biscuit,Biscuits,Aundh,99,88.54,89.77,88.49,10,15,Exam Season,3.7,169,13,154,88.93,Neutral,,Unknown,2024,6,28,3,Night
Oranges (),Fruits,Baner,87,80.41,80.3,81.07,7,20,Summer,2.4,10,16,89,80.59,Neutral,1000.0,g,2024,8,28,14,Afternoon
Rice (),Grocery,Aundh,100,79.9,80.23,79.61,20,28,Summer,1.6,273,30,140,79.91,Neutral,1000.0,g,2024,3,6,11,Morning
Sugar (),Grocery,Kothrud,58,51.46,51.32,50.59,12,21,Exam Season,1.5,264,40,159,51.12,Neutral,1000.0,g,2024,6,21,23,Night
Amul Milk (),Dairy,Kothrud,56,50.87,51.73,52.2,8,14,Holi,4.6,9,50,70,51.6,Positive,1.0,l,2024,10,9,12,Afternoon
Rice (),Grocery,Baner,100,95.63,95.16,95.54,5,16,Winter,4.6,246,44,183,95.44,Neutral,1000.0,g,2024,7,2,8,Morning
Dal (),Grocery,Kothrud,90,79.98,79.38,79.91,12,14,Holi,2.9,203,35,129,79.76,Neutral,500.0,g,2024,7,14,0,Night
Sugar (),Grocery,Aundh,58,52.71,51.48,51.52,10,28,Winter,4.8,217,40,132,51.9,Neutral,1000.0,g,2024,1,16,16,Afternoon
Tea (),Grocery,Viman Nagar,150,139.03,138.97,139.84,7,26,Exam Season,4.6,279,40,157,139.28,Negative,250.0,g,2024,12,8,8,Morning
Saffola Oil (),Grocery,Baner,176,148.81,150.54,149.87,15,18,Monsoon,4.3,328,44,190,149.74,Negative,1.0,l,2024,3,8,12,Afternoon
Apples (),Fruits,Viman Nagar,157,146.04,145.76,146.82,7,26,Summer,2.6,14,40,195,146.21,Negative,1000.0,g,2024,1,3,13,Afternoon
Oreo Biscuit,Biscuits,Aundh,99,88.56,89.13,88.66,10,14,Holi,1.7,137,17,187,88.78,Negative,,Unknown,2024,3,30,10,Morning
Bananas (),Fruits,Kothrud,61,56.08,56.08,55.54,8,15,Monsoon,3.6,7,25,37,55.9,Negative,1.0,dozen,2024,2,19,15,Afternoon
Atta (),Grocery,Aundh,70,66.58,65.09,65.13,6,15,Monsoon,3.1,333,46,51,65.6,Negative,1000.0,g,2024,12,7,4,Night
Tomatoes (),Vegetables,Baner,47,38.28,38.01,38.03,19,17,Exam Season,4.3,6,47,94,38.11,Neutral,1000.0,g,2024,8,30,0,Night
Oreo Biscuit,Biscuits,Kothrud,99,84.99,84.34,83.29,15,22,Exam Season,2.5,62,22,156,84.21,Positive,,Unknown,2024,11,29,19,Evening
Oreo Biscuit,Biscuits,Viman Nagar,99,90.3,89.44,90.89,9,29,Winter,1.2,124,17,41,90.21,Neutral,,Unknown,2024,7,6,6,Morning
Dal (),Grocery,Wakad,90,86.29,86.05,85.8,5,26,Diwali,2.7,358,43,153,86.05,Positive,500.0,g,2024,3,30,2,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,100.13,99.79,100.81,8,12,Summer,2.1,11,26,75,100.24,Neutral,200.0,g,2024,1,3,2,Night
Sugar (),Grocery,Wakad,58,53.4,53.11,52.77,8,20,Diwali,2.6,219,37,187,53.09,Positive,1000.0,g,2024,4,8,12,Afternoon
Coffee (),Grocery,Wakad,200,168.22,168.98,167.79,16,16,Holi,2.7,303,21,116,168.33,Neutral,200.0,g,2024,8,5,3,Night
Oranges (),Fruits,Viman Nagar,87,74.98,75.37,74.62,14,14,Summer,4.4,8,24,139,74.99,Neutral,1000.0,g,2024,10,31,3,Night
Atta (),Grocery,Baner,70,58.67,58.7,58.33,17,11,Exam Season,1.6,181,15,53,58.57,Neutral,1000.0,g,2024,7,2,4,Night
Bananas (),Fruits,Baner,61,52.51,52.23,52.15,13,22,,4.7,11,48,63,52.3,Negative,1.0,dozen,2024,10,27,10,Morning
